smiles,iupac_name,is_toxic
O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxyhexanedioate",0
[H]/[NH+]=C(\N)c1ccc(OCCCCCOc2ccc(/C(N)=[NH+]/[H])cc2)cc1,[amino-[4-[5-[4-[amino(azaniumylidene)methyl]phenoxy]pentoxy]phenyl]methylidene]azanium,0
[N]=O,nitroxyl,0
O=[99Tc](=O)(=O)[O-],oxido(trioxo)(99Tc)technetium-99,0
O=P([O-])([O-])F,fluoro-dioxido-oxo-lambda5-phosphane,0
O=S([O-])([O-])=S,dioxido-oxo-sulfanylidene-lambda6-sulfane,0
[Se],selenium,1
C#CC[NH2+][C@@H]1CCc2ccccc21,"[(1R)-2,3-dihydro-1H-inden-1-yl]-prop-2-ynylazanium",0
[NH3+][C@@H](CS)C(=O)[O-],(2R)-2-azaniumyl-3-sulfanylpropanoate,0
OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,"(2S,3R,4S,5S,6R)-3-fluoro-6-(hydroxymethyl)oxane-2,4,5-triol",0
O=C[C@H](O)[C@@H](O)[C@H](O)CO,"(2R,3S,4R)-2,3,4,5-tetrahydroxypentanal",0
NC(N)=[NH2+],diaminomethylideneazanium,0
O=C([O-])C(S)C(S)C(=O)[O-],"2,3-bis(sulfanyl)butanedioate",0
O=P([O-])([O-])OCC(Cl)(Cl)Cl,"2,2,2-trichloroethyl phosphate",0
[NH3+]C(CO)(CO)CO,"[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]azanium",0
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],"1,3-dinitrooxypropan-2-yl nitrate",0
FC(F)(F)C(F)(F)C(F)(F)F,"1,1,1,2,2,3,3,3-octafluoropropane",0
FC(F)=C(F)F,"1,1,2,2-tetrafluoroethene",0
[NH3+]CC(=O)[O-],2-azaniumylacetate,0
O=C([O-])/C=C/C(=O)[O-],(E)-but-2-enedioate,0
NC(N)=[NH+]CCC[C@H]([NH3+])C(=O)[O-],(2S)-2-azaniumyl-5-(diaminomethylideneazaniumyl)pentanoate,0
[NH3+]CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],"(3-hydroxy-3,3-diphosphonatopropyl)azanium",0
[NH3+]CCC[NH2+]CCSP(=O)([O-])[O-],3-azaniumylpropyl(2-phosphonatosulfanylethyl)azanium,0
[NH3+]CCCC([NH3+])(C(=O)[O-])C(F)F,"2,5-bis(azaniumyl)-2-(difluoromethyl)pentanoate",0
[NH3+]CCCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],"(4-hydroxy-4,4-diphosphonatobutyl)azanium",0
[NH3+]CC(=O)CCC(=O)[O-],5-azaniumyl-4-oxopentanoate,0
NC(=O)CC[C@H]([NH3+])C(=O)[O-],(2S)-5-amino-2-azaniumyl-5-oxopentanoate,0
[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-],(2S)-2-azaniumyl-5-[[(2R)-3-[[(2R)-2-[[(4S)-4-azaniumyl-4-carboxylatobutanoyl]amino]-3-(carboxylatomethylamino)-3-oxopropyl]disulfanyl]-1-(carboxylatomethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoate,0
[NH3+]CCCCCC(=O)[O-],6-azaniumylhexanoate,0
O=C([O-])CCCCCCCC(=O)[O-],nonanedioate,0
O=C([O-])CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)azaniumyl]acetate,0
O=C([O-])CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC[NH+](CC(=O)[O-])CC(=O)[O-],2-[2-[2-[bis(carboxylatomethyl)azaniumyl]ethyl-(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)azaniumyl]acetate,0
[NH3+]CCS,2-sulfanylethylazanium,0
C/[NH+]=C1/CN([O-])C(c2ccccc2)=c2cc(Cl)ccc2=N1,"7-chloro-4-hydroxy-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-imine",0
C/C=C/C1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccc(O)cc3)[C@H]2SC1,"(6R,7R)-7-[[(2R)-2-azaniumyl-2-(4-hydroxyphenyl)acetyl]amino]-8-oxo-3-[(E)-prop-1-enyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",0
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,"(1S,4S,7Z,10S,16E,21R)-7-ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetrazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone",0
NC(=[NH2+])NC(=O)c1nc(Cl)c(N)nc1N,"(3,5-diamino-6-chloropyrazine-2-carbonyl)-(diaminomethylidene)azanium",0
[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H]([NH3+])C[C@@H]1O,"[(1S,2R,3S,4S,5R)-5-azaniumyl-2-[(2R,3R,5S,6R)-3-azaniumyl-6-(azaniumylmethyl)-5-hydroxyoxan-2-yl]oxy-4-[(2S,3R,4S,5S,6R)-4-azaniumyl-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-hydroxycyclohexyl]azanium",0
[NH3+]CC[C@H](O)C(=O)N[C@@H]1C[C@H]([NH3+])[C@@H](O[C@H]2O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]1O,"[(2R,3S,4S,5R,6R)-6-[(1R,2S,3S,4R,6S)-6-azaniumyl-3-[(2S,3R,4S,5S,6R)-4-azaniumyl-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[[(2S)-4-azaniumyl-2-hydroxybutanoyl]amino]-2-hydroxycyclohexyl]oxy-3,4,5-trihydroxyoxan-2-yl]methylazanium",0
OCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,"(2R,3R,4R,5S)-1-(2-hydroxyethyl)-2-(hydroxymethyl)piperidin-1-ium-3,4,5-triol",0
[NH3+]C[C@H]1CC[C@H](C(=O)[O-])CC1,4-(azaniumylmethyl)cyclohexane-1-carboxylate,0
NC(=O)N/C=C1\NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H]([NH3+])CCC[NH3+])CNC(=O)[C@H]([C@H]2C[C@H](O)[NH+]=C(N)N2)NC1=O,"[(3S)-1-[[(3S,6Z,9S,12S,15S)-3-[(4R,6S)-2-amino-6-hydroxy-1,4,5,6-tetrahydropyrimidin-3-ium-4-yl]-6-[(carbamoylamino)methylidene]-9,12-bis(hydroxymethyl)-2,5,8,11,14-pentaoxo-1,4,7,10,13-pentazacyclohexadec-15-yl]amino]-6-azaniumyl-1-oxohexan-3-yl]azanium",0
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H]([NH3+])C12CC3CC(CC(O)(C3)C1)C2,"[(1S)-2-[(1S,3S,5S)-3-cyano-2-azabicyclo[3.1.0]hexan-2-yl]-1-(3-hydroxy-1-adamantyl)-2-oxoethyl]azanium",0
[NH3+]C[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H]([NH3+])C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]3[NH3+])O[C@@H]2CO)[C@H]([NH3+])[C@@H](O)[C@@H]1O,"[(1S,2R,3R,4S,5R)-5-azaniumyl-2-[(2R,3R,4R,5S,6R)-3-azaniumyl-6-(azaniumylmethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-[(2S,3R,4S,5R)-4-[(2R,3R,4R,5S,6S)-3-azaniumyl-6-(azaniumylmethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-4-hydroxycyclohexyl]azanium",0
[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H](O)[C@@H](O)[C@@H]1O,"[(1R,2S,3R,4R,5S)-5-azaniumyl-2-[(2S,3R,4S,5S,6R)-4-azaniumyl-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2R,3R,4S,5S,6R)-6-(azaniumylmethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-3-hydroxycyclohexyl]azanium",0
[NH3+]C[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H]([NH3+])C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3[NH3+])O[C@@H]2CO)[C@H]([NH3+])[C@@H](O)[C@@H]1O,"[(1S,2R,3R,4S,5R)-5-azaniumyl-3-[(2S,3R,4S,5R)-4-[(2R,3R,4R,5S,6S)-3-azaniumyl-6-(azaniumylmethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-[(2S,3R,4R,5S,6R)-3-azaniumyl-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-hydroxycyclohexyl]azanium",0
[NH3+][C@@H]1CONC1=O,"[(4R)-3-oxo-1,2-oxazolidin-4-yl]azanium",0
O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,"5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoate",0
[NH3+]CCc1cnc[nH]1,2-(1H-imidazol-5-yl)ethylazanium,0
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I,"3-[[6-(3-carboxylato-2,4,6-triiodoanilino)-6-oxohexanoyl]amino]-2,4,6-triiodobenzoate",0
[NH3+][C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,"[(2R)-4-oxo-4-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-1-(2,4,5-trifluorophenyl)butan-2-yl]azanium",0
Nc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,"2,6-dichloro-1-N-(4,5-dihydro-1H-imidazol-3-ium-2-yl)benzene-1,4-diamine",0
N#Cc1cc(NC(=O)C(=O)[O-])c(Cl)c(NC(=O)C(=O)[O-])c1,2-[3-[(carboxylatoformyl)amino]-2-chloro-5-cyanoanilino]-2-oxoacetate,0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,"(2S)-2-[[4-[(2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",1
Nc1nc(/C(=C/CC(=O)[O-])C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=CCS[C@H]23)cs1,"(6R,7R)-7-[[(Z)-2-(2-amino-1,3-thiazol-4-yl)-4-carboxylatobut-2-enoyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",0
O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-4-ium-1-ylquinoline-3-carboxylate,0
[NH3+]C12CC3CC(CC(C3)C1)C2,1-adamantylazanium,0
C1=C/C(=C2\N=c3cnc4c(c3=N2)COCC4)NO1,"4-(1,2-oxazol-3-yl)-12-oxa-3,5,8-triazatricyclo[7.4.0.02,6]trideca-1,3,6,8-tetraene",0
Nc1cc[nH+]cc1,pyridin-1-ium-4-amine,0
[NH3+]CCc1cc[nH]n1,2-(1H-pyrazol-5-yl)ethylazanium,0
O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"7-[4-[4-(2,3-dichlorophenyl)piperazin-1-ium-1-yl]butoxy]-3,4-dihydro-1H-quinolin-2-one",0
Clc1cccc(Cl)c1NC1=[NH+]CCN1,"N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-3-ium-2-amine",0
O=C1CN2Cc3c(ccc(Cl)c3Cl)[NH+]=C2N1,"6,7-dichloro-1,3,5,10-tetrahydroimidazo[2,1-b]quinazolin-4-ium-2-one",0
Brc1c(NC2=[NH+]CCN2)ccc2nccnc12,"5-bromo-N-(4,5-dihydro-1H-imidazol-3-ium-2-yl)quinoxalin-6-amine",0
Clc1ccc2nsnc2c1NC1=[NH+]CCN1,"5-chloro-N-(4,5-dihydro-1H-imidazol-3-ium-2-yl)-2,1,3-benzothiadiazol-4-amine",0
[NH3+]C[C@H](O)c1ccc(O)c(O)c1,"[(2R)-2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]azanium",0
O=C1CCCC(=O)[C-]1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],"(2,6-dioxocyclohexylidene)-[2-nitro-4-(trifluoromethyl)phenyl]methanolate",0
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,"3-(cyclopropylmethoxy)-N-(3,5-dichloro-4-pyridinyl)-4-(difluoromethoxy)benzamide",0
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,"2-carboxy-4-(2,4-difluorophenyl)phenolate",0
[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-],"(2S)-2-azaniumyl-3-(3,4-dihydroxyphenyl)propanoate",0
[NH3+]CCc1ccc(O)c(O)c1,"2-(3,4-dihydroxyphenyl)ethylazanium",0
O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,"N-(5-bromothiophen-2-yl)sulfonyl-2,4-dichlorobenzamide",1
[NH3+][C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]12,"7-[(1R,5S)-6-azaniumyl-3-azabicyclo[3.1.0]hexan-3-yl]-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylate",0
Nc1ccc(O)c(C(=O)[O-])c1,4-amino-2-carboxyphenolate,0
[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],"(2S)-2-azaniumyl-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoate",0
O=C(O)C1(C(=O)O)CCC1,"cyclobutane-1,1-dicarboxylic acid",1
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,"(4R,4aS,7aR,12bS)-3-(cyclopropylmethyl)-4a,9-dihydroxy-1,2,3,4,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",0
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)[NH+](CC2CCC2)CC[C@]314,"(4R,4aS,7S,7aR,12bS)-3-(cyclobutylmethyl)-2,3,4,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-4a,7,9-triol",0
NC(N)=[NH+]Cc1cccc([131I])c1,diaminomethylidene-[(3-(131I)iodophenyl)methyl]azanium,0
Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,"(3S,4R)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidin-1-ium",0
[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1,4-azaniumyl-3-(4-chlorophenyl)butanoate,0
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,"(2S)-2-[[4-[[(6S)-2-amino-5-formyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl]methylamino]benzoyl]amino]pentanedioate",0
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1,(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioate,0
Nc1ccc(C(=O)NCC(=O)[O-])cc1,2-[(4-aminobenzoyl)amino]acetate,0
O=C([O-])CCNC(=O)c1ccc(N/N=C2/C=CC(=O)C(C(=O)[O-])=C2)cc1,3-[[4-[(3-carboxy-4-oxidophenyl)diazenyl]benzoyl]amino]propanoate,0
O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,[6-hydroxy-2-(4-hydroxyphenyl)-1-benzothiophen-3-yl]-[4-(2-piperidin-1-ium-1-ylethoxy)phenyl]methanone,0
Oc1ccc(C2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1,"9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepin-3-ium-7,8-diol",0
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,"1-[(E)-[5-(4-nitrophenyl)furan-2-yl]methylideneamino]imidazolidine-2,4-dione",0
[NH3+][C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],(2S)-2-azaniumyl-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoate,0
[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-],(2S)-2-azaniumyl-3-(4-hydroxyphenyl)propanoate,0
NS(=O)(=O)c1ccc(C[NH3+])cc1,(4-sulfamoylphenyl)methylazanium,0
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,"(2S)-2-[[4-[2-(2-amino-4-oxo-3,7-dihydropyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]amino]pentanedioic acid",1
O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,4-[4-[bis(2-chloroethyl)amino]phenyl]butanoate,0
[NH2+]=C(NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1)NC(=[NH2+])Nc1ccc(Cl)cc1,[amino-[6-[amino-[amino-(4-chloroanilino)methylidene]azaniumylmethylidene]azaniumylhexylazaniumylidene]methyl]-[amino-(4-chloroanilino)methylidene]azanium,0
O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])[O-],[(4-chlorophenyl)sulfanyl-phosphonatomethyl]-dioxido-oxo-lambda5-phosphane,0
O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-],"1,1-diphosphonato-2-pyridin-3-ylethanol",0
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",1
NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoate,0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,"1-[(E)-(5-nitrofuran-2-yl)methylideneamino]imidazolidine-2,4-dione",0
O=C1O[Pt]OC(=O)C12CCC2,"cyclobutane-1,1-dicarboxylic acid;platinum",0
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-1-ium-2-ylmethanol",0
O=C1C([O-])=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,"2-[4-(4-chlorophenyl)cyclohexyl]-3,4-dioxonaphthalen-1-olate",0
N#Cc1ccc2[nH]cc(CCCC[NH+]3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,5-[4-[4-(5-cyano-1H-indol-3-yl)butyl]piperazin-4-ium-1-yl]-1-benzofuran-2-carboxamide,0
OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,"bis[2-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-hydroxyethyl]azanium",0
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1C[NH+]2CCC1CC2,"(3aS)-2-[(3S)-1-azoniabicyclo[2.2.2]octan-3-yl]-3a,4,5,6-tetrahydro-3H-benzo[de]isoquinolin-1-one",0
N[C@@H]1CCCC[C@H]1[NH3+],"[(1R,2R)-2-aminocyclohexyl]azanium",0
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,"2-[[(4S)-4-carboxy-4-[[4-[(2,4-diaminopteridin-6-yl)methylamino]benzoyl]amino]butyl]carbamoyl]benzoic acid",1
O=C([O-])c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,"2-[2-(4-carboxyphenyl)-5-(2-hydroxyphenyl)-1,2,4-triazol-3-yl]phenolate",0
Clc1ccccc1C[NH+]1CCc2sccc2C1,"5-[(2-chlorophenyl)methyl]-4,5,6,7-tetrahydrothieno[3,2-c]pyridin-5-ium",0
[NH3+]CC1(CC(=O)[O-])CCCCC1,2-[1-(azaniumylmethyl)cyclohexyl]acetate,0
[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,"(6R,7S)-7-[[(2R)-2-azaniumyl-2-phenylacetyl]amino]-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",0
O=C([O-])COCC[NH+]1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,2-[2-[4-[(R)-(4-chlorophenyl)-phenylmethyl]piperazin-1-ium-1-yl]ethoxy]acetate,0
O=C(O[C@H]1C[NH+]2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,"[(3R)-1-azoniabicyclo[2.2.2]octan-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate",0
c1ccc([C@H]2CN3CCSC3=[NH+]2)cc1,"(6S)-6-phenyl-3,5,6,7-tetrahydro-2H-imidazo[2,1-b][1,3]thiazol-4-ium",0
O=C([O-])COCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-ium-1-yl]ethoxy]acetate,0
OCCOCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-ium-1-yl]ethoxy]ethanol,0
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CC[NH+](CCc2ccc3c(c2)CCO3)C1,"2-[(3S)-1-[2-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-1-ium-3-yl]-2,2-diphenylacetamide",0
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,"spiro[8-azoniabicyclo[3.2.1]octane-8,1'-azolidin-1-ium]-3-yl 2-hydroxy-2,2-diphenylacetate",0
NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,2-[(R)-benzhydrylsulfinyl]acetamide,0
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ium-1-ylpropan-1-ol,0
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ium-1-ylpropan-1-ol,0
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,1-cyclohexyl-1-phenyl-3-piperidin-1-ium-1-ylpropan-1-ol,0
OC(CCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,"1,1-diphenyl-4-piperidin-1-ium-1-ylbutan-1-ol",0
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylate",0
O=C([O-])c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,4-[[2-benzamido-3-(4-hydroxyphenyl)propanoyl]amino]benzoate,0
O=C([O-])CNC(=O)c1ccccc1,2-benzamidoacetate,0
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-],"(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)methyl phosphate",0
N#CC(CC[NH+]1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,"1-(3-cyano-3,3-diphenylpropyl)-4-phenylpiperidin-1-ium-4-carboxylate",0
O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,"3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoate",0
